name,artists,year,danceability,energy,valence,popularity,tempo
スワロー,['CASIOPEA'],1979,0.512,0.8340000000000001,0.813,25,153.086
Suitcase Blues,['Triumph'],1979,0.5660000000000001,0.16,0.187,23,79.217
"Zubbediya, Samaris' Dance",['Percy Faith & His Orchestra'],1954,0.476,0.664,0.6779999999999999,1,127.149
Peter Pan (Remastered): The Lost Boys,"['Leonard Bernstein', 'Ben Steinberg', 'Peter Pan Cast Orchestra', 'Jean Arthur']",1950,0.701,0.106,0.5429999999999999,0,81.832
Por Que Te Conocí,['Los Temerarios'],1998,0.6509999999999999,0.5529999999999999,0.607,60,88.095
Could It Be I'm Falling in Love,['The Spinners'],1973,0.382,0.727,0.826,60,207.265
Nothing Is The Same - Remastered,['Grand Funk Railroad'],1970,0.495,0.792,0.5660000000000001,29,99.302
Na Na Hey Hey Kiss Him Goodbye,['The Supremes'],1970,0.748,0.856,0.8190000000000001,22,118.361
No Help Wanted (Live),['Bill Carlisle'],1948,0.531,0.591,0.972,0,115.562
Xoriatopoula,"['Rita Ampatzi', 'Giorgos Anestopoulos']",1940,0.555,0.555,0.905,0,115.498
Me Gusta Lo Verde,['Omar Ruiz'],2016,0.768,0.475,0.526,54,108.521
"Touch Her Soft Lips and Part (From ""Henry V"")","['William Walton', 'Itzhak Perlman', 'John Williams', 'Boston Pops Orchestra']",1966,0.114,0.116,0.0686,24,92.748
Ogo Tora Ke Jabi Pare,['Dhirendranath Das'],1936,0.403,0.139,0.178,0,66.288
"Das ist bei uns nicht möglich, Kapitel 114","['Sinclair Lewis', 'Frank Arnold']",1935,0.7140000000000001,0.212,0.415,0,117.586
Take Me Home,"['Terror Squad', 'Remy', 'Fat Joe', 'Dre', 'Armageddon']",2004,0.81,0.794,0.8340000000000001,48,131.06
Back Door Man,['Willie Dixon'],1947,0.797,0.431,0.809,37,109.893
I Melt With You - Rerecorded,['Modern English'],1990,0.53,0.647,0.726,56,154.818
808,['Blaque'],1999,0.867,0.42,0.3670000000000001,50,121.66
Magnolia (feat. John Mayer),"['Eric Clapton', 'John Mayer']",2014,0.54,0.234,0.359,50,73.876
Crazy Love - Demo,['Paul Simon'],1986,0.7240000000000001,0.77,0.948,41,125.472
You Are My Heart,['Rex Williams'],2008,0.664,0.6809999999999999,0.604,49,97.501
Mountains And Sunsets,['John Barry'],1967,0.182,0.174,0.0723,26,113.119
"Trinkle, Tinkle",['Thelonious Monk Trio'],1954,0.495,0.611,0.329,3,71.429
Radhar Ki Holo Antare Byatha,['Kalanidhi Rathin Ghosh'],1940,0.295,0.346,0.476,0,82.392
I'll Name the Dogs,['Blake Shelton'],2017,0.348,0.87,0.763,65,83.392
"Messiah, HWV 56, Pt. 3: Behold, I tell you a mystery - Accompagnato","['George Frideric Handel', 'The Liverpool Philharmonic Orchestra', 'Sir Malcolm Sargent']",1946,0.0,0.0732,0.0,0,0.0
Ray M'bele,['Orchestra Baobab'],1982,0.574,0.379,0.706,38,81.843
Turn Your Radio On (II),['John Hartford'],1971,0.664,0.354,0.753,19,109.011
Falling,['Trevor Daniel'],2020,0.784,0.43,0.236,79,127.087
Knowledge - 2007 Remaster,['Operation Ivy'],1989,0.42,0.947,0.51,52,92.027
Technical Difficulties,['Racer X'],1999,0.29,0.938,0.196,45,120.488
See-Saw,['Pink Floyd'],1968,0.308,0.375,0.184,35,83.233
Freedom For My People - Excerpt,"['Adam Gussow', 'Sterling Magee']",1988,0.536,0.229,0.964,36,148.165
The Way We Get By,['Spoon'],2004,0.725,0.662,0.591,44,75.009
"Le sacre du printemps: Part 1 ""Adoration of the Earth"", Games of the Rival Clans","['Igor Stravinsky', 'Columbia Symphony Orchestra']",1948,0.393,0.387,0.476,0,150.693
It's Up To You - Original Mix,['The Moody Blues'],1970,0.593,0.7509999999999999,0.826,22,122.788
Into The Heart - Remastered 2008,['U2'],1980,0.356,0.401,0.0388,32,122.491
Just A Little Bit,['Etta James'],1968,0.69,0.588,0.8640000000000001,29,115.752
Fear No Evil,"['Juan Gotti', 'South Park Mexican', 'Ronnie Spencer']",2002,0.785,0.459,0.314,46,94.822
O.P.P,['Naughty By Nature'],1991,0.848,0.838,0.774,62,97.735
False Hearted Girl,['Tennessee Ernie Ford'],1956,0.866,0.6409999999999999,0.927,6,111.324
A Wonderful Guy,['Tex Beneke'],2004,0.404,0.182,0.8420000000000001,51,204.163
I'm Not In Love,['10cc'],2002,0.394,0.6629999999999999,0.21,61,133.464
Peraiotissa tsaxpina,['Giorgos Kavouras'],1940,0.561,0.431,0.609,0,107.661
Te Conozco,['Ricardo Arjona'],2004,0.444,0.266,0.404,55,130.43
Home (And I'm Staying This Time),['Cecilio & Kapono'],1975,0.531,0.26,0.47,22,121.626
Can We Still Be Friends?,['Todd Rundgren'],1978,0.57,0.397,0.235,24,172.547
"Rum and Coca-Cola, Pt. 1",['Wilmoth Houdini'],1940,0.64,0.294,0.6759999999999999,1,146.133
I Was Born To Love You - 2011 Remaster,['Queen'],1995,0.449,0.908,0.508,47,139.079
Blue In Green - Album Version - (take 3),['Bill Evans Trio'],1960,0.358,0.139,0.12,23,65.491
Photograph,['J. Cole'],2018,0.691,0.487,0.358,63,104.98
Monday Morning,['Fleetwood Mac'],1975,0.607,0.5670000000000001,0.858,59,106.495
Bhole Musafir Itna To Jaan Le,['Zohrabai Ambalawali'],1944,0.456,0.179,0.62,0,165.856
Flyin' High (In The Friendly Sky) - Detroit Mix,['Marvin Gaye'],1971,0.532,0.442,0.76,27,109.965
Kindest Regards,['Witt Lowry'],2014,0.664,0.601,0.457,61,118.005
No me pregunten por qué,['Carlos Di Sarli'],1951,0.469,0.284,0.445,10,113.547
Opening: I Can't Turn You Loose - Live,"['The Blues Brothers', 'Joe Gastwirt']",1978,0.4920000000000001,0.934,0.4,43,95.927
A Marshmallow World,['Johnny Mathis'],1963,0.5760000000000001,0.446,0.596,32,114.645
"Piano Sonata No. 3 in B-Flat Major, K. 281: III. Allegro","['Wolfgang Amadeus Mozart', 'Glenn Gould']",1958,0.364,0.238,0.7140000000000001,15,104.583
Flesh,['Simon Curtis'],2011,0.5770000000000001,0.773,0.292,55,130.001
Detroit Rock City - 2012 Remix,['KISS'],1976,0.426,0.957,0.122,34,91.08
Good Goodbye (feat. Pusha T and Stormzy),"['Linkin Park', 'Pusha T', 'Stormzy']",2017,0.6970000000000001,0.84,0.452,64,128.034
"Îți mai aduci aminte, doamnă ?",['Jean Moscopol'],1935,0.232,0.183,0.217,0,170.173
Tum Deepak Ho Main Hoon Patanga,['Rajkumari'],1950,0.623,0.0754,0.433,0,74.143
Πρόοδος,"['Πέτρος Κυριακός', 'Νίτσα Λαζαρίδου']",1934,0.625,0.386,0.524,0,100.26
Hell's Bells,['Bill Bruford'],1986,0.4,0.507,0.8340000000000001,31,92.539
Gimme Some Lovin',['The Spencer Davis Group'],1989,0.499,0.75,0.579,40,147.516
Into The Old Man's Shoes,['Elton John'],1970,0.593,0.546,0.505,27,130.27
I Don't Wanna Spend One More Christmas Without You,['*NSYNC'],2000,0.5379999999999999,0.6,0.154,36,148.114
In My Dreams,['Dokken'],1985,0.552,0.816,0.5710000000000001,45,121.851
Rickshaw,['Cymande'],1972,0.703,0.732,0.86,34,121.315
Down Along The Cove,['Johnny Jenkins'],1974,0.642,0.653,0.926,36,97.37
tomorrow tonight,['Loote'],2019,0.32,0.5,0.142,66,91.361
You'll Never Find Another Love Like Mine,['Lou Rawls'],1976,0.691,0.718,0.934,60,110.621
Celia's Dream,['Slowdive'],1991,0.269,0.604,0.377,37,142.465
What's Your Fantasy,['Ludacris'],2000,0.914,0.794,0.962,36,140.128
Zing! Went The Strings Of My Heart,['Judy Garland'],1958,0.486,0.382,0.6579999999999999,22,141.936
Holding Her and Loving You,['Earl Thomas Conley'],1981,0.632,0.308,0.3229999999999999,28,125.93
Players Balling (Players Doin' Their Own Thing),['Ohio Players'],1972,0.502,0.6759999999999999,0.682,22,174.582
Bhabhi Bhaiya Ko Dhamkaye,['Munni'],1944,0.708,0.415,0.975,0,62.352
Sit Down Baby,['Otis Rush'],1956,0.795,0.417,0.7120000000000001,12,134.954
Spoil My Night (feat. Swae Lee),"['Post Malone', 'Swae Lee']",2018,0.672,0.7170000000000001,0.225,70,160.981
Cambié de Rumbo - Instrumental (Remasterizado),['Francisco Canaro'],1928,0.802,0.259,0.696,0,114.576
Grease - 2007 Remaster,['Frankie Valli'],1978,0.82,0.464,0.872,64,109.374
The Same Rope,['Etta James'],1968,0.601,0.591,0.629,27,116.237
A Common Disaster,['Cowboy Junkies'],1996,0.574,0.331,0.413,42,125.644
Fuego - Rudy Van Gelder Edition/2005 Remaster,['Donald Byrd'],1959,0.416,0.622,0.611,13,164.261
Bairi Milan Na De Sajan,"['Sheela', 'Paresh Banerjee']",1940,0.342,0.103,0.419,0,74.806
Volare (Nel Blu Di Pinto Di Blu) - Remastered,['Dean Martin'],1958,0.612,0.144,0.343,65,128.629
Siempre Te Voy A Querer,['Industria del Amor'],1995,0.64,0.5489999999999999,0.8240000000000001,40,117.704
Completamente Enamorados,['Eros Ramazzotti'],1988,0.71,0.33,0.71,46,136.766
"Lay, Lady, Lay",['Bob Dylan'],1969,0.52,0.179,0.407,65,155.746
Prayers for Rain - RS Home Demo Instrumental - 04/88,['The Cure'],1989,0.444,0.57,0.296,26,204.468
"Theme from ""The Dukes of Hazzard"" (Good Ol' Boys)",['Waylon Jennings'],1978,0.588,0.848,0.913,55,147.565
C'est Tout C'que J'ai,['Mistinguett'],1929,0.637,0.184,0.633,0,92.062
Within Four Walls,"['Modest Mussorgsky', 'Paul Robeson Jr.', 'Lawrence Brown']",1942,0.298,0.0974,0.116,0,79.987
Amar y Ser Amado - Remasterizado,['Ignacio Corsini'],1934,0.65,0.215,0.71,0,80.126
Τον Βενιζέλο χάσαμε,['Stellakis Perpiniadis'],1937,0.483,0.154,0.544,0,77.335
Spider,['Camping with Penguins'],1990,0.6509999999999999,0.178,0.5579999999999999,29,120.052
Elizabeth,['Ghost'],2010,0.514,0.921,0.51,45,127.965
Drive In Show,['Eddie Cochran'],1960,0.727,0.37,0.745,20,75.396
Kapitel 3 - Der Kammersänger,['Frank Wedekind'],1949,0.5760000000000001,0.159,0.311,0,64.242
The Sith Spacecraft and the Droid Battle,"['John Williams', 'London Symphony Orchestra']",1999,0.313,0.621,0.256,39,114.04
失戀陣線聯盟,['Grasshopper'],1990,0.917,0.7979999999999999,0.975,42,132.591
Kol nidre,['G. Siroto'],1930,0.163,0.163,0.0399,0,71.432
"Часть 8.3 - Другие голоса, другие комнаты",['Трумен Капоте'],1948,0.64,0.195,0.784,0,80.917
Mambo Gordo,['Xavier Cugat & His Orchestra'],1955,0.7,0.569,0.959,4,86.446
Rivendell,['Rush'],1975,0.376,0.0333,0.136,34,162.591
Trippy (feat. J. Cole),"['Anderson .Paak', 'J. Cole']",2018,0.57,0.65,0.174,63,96.767
(Just Like) Starting Over - Remastered 2010,['John Lennon'],1980,0.701,0.79,0.421,47,99.104
I'll Remember April,['Lionel Hampton and his Sextet'],1951,0.627,0.0701,0.49,0,112.755
Rose In The Heather,['Nazareth'],1975,0.409,0.659,0.417,24,137.365
Next,['Scott Walker'],1968,0.517,0.5670000000000001,0.863,28,101.491
My dolly,['Woody Guthrie'],1958,0.557,0.156,0.545,6,168.286
Came Out Swinging,['The Wonder Years'],2011,0.326,0.8859999999999999,0.395,52,103.686
(Let Me Be Your) Teddy Bear,['Elvis Presley'],2002,0.723,0.621,0.932,52,88.733
Electric Body (feat. ScHoolboy Q),"['A$AP Rocky', 'ScHoolboy Q']",2015,0.898,0.598,0.528,61,119.966
Out of Control,['Rancid'],2003,0.591,0.988,0.645,48,136.183
For What It's Worth,['Buffalo Springfield'],1969,0.64,0.278,0.787,33,98.852
Venus,['Lady Gaga'],2013,0.8109999999999999,0.895,0.736,61,121.01
Jingle Bells?,['Barbra Streisand'],1967,0.506,0.61,0.7659999999999999,36,62.637
Rip It Up,['Bill Haley & His Comets'],1959,0.7759999999999999,0.841,0.914,36,98.591
That's The Way It Goes - Remastered 2004,['George Harrison'],1982,0.67,0.556,0.892,34,110.654
Caribbean Queen (No More Love on the Run) - Extended Mix,['Billy Ocean'],1984,0.868,0.545,0.963,49,114.404
Anhelo,"[""Adolescent's Orquesta""]",2008,0.75,0.8270000000000001,0.752,60,91.108
It Ain't Necessarily So,['Bronski Beat'],1984,0.6509999999999999,0.417,0.718,45,128.334
Started From the Bottom,['Drake'],2013,0.7929999999999999,0.524,0.579,66,86.325
Was It A Dream?,['Thirty Seconds To Mars'],2005,0.608,0.809,0.241,41,115.051
The Clock,['The Big Bopper'],1958,0.624,0.507,0.738,11,117.512
Rollin' & Scratchin',['Daft Punk'],1997,0.8220000000000001,0.7909999999999999,0.21,51,130.059
Subway Train,['New York Dolls'],1973,0.337,0.708,0.664,30,125.163
A Certain Smile,['James Piano Bar'],1958,0.591,0.117,0.433,17,98.325
Mockingbird,['Eminem'],2004,0.637,0.6779999999999999,0.254,76,84.039
Suplicio - Remasterizado,"['Francisco Canaro', 'Roberto Maida']",1939,0.7340000000000001,0.456,0.908,0,125.201
Tie Me Down (feat. Ray J),"['New Boyz', 'Ray J']",2009,0.42,0.787,0.38,56,97.967
Make You Fall In Love,"['DeJ Loaf', 'Jacquees']",2017,0.636,0.481,0.346,55,135.016
Other People,['Beach House'],2012,0.316,0.509,0.17,47,174.152
Act II: Sugarplum Fairy,"['Pyotr Ilyich Tchaikovsky', ""George Balanchine's The Nutcracker"", 'David Zinman', 'New York City Ballet Orchestra']",2005,0.296,0.0383,0.168,47,124.621
Brandenburg Concerto No. 1 in F BWV1046: IV. Menuet - Trio I - Menuet - Polonaise - Menuet - Trio II - Menuet,"['Johann Sebastian Bach', 'Catherine Mackintosh/Paul Goodwin/Timothy Brown/Susan Dent/Orchestra of the Age of Enlightenment', 'Orchestra of the Age of Enlightenment']",1989,0.404,0.11,0.232,34,128.476
I Think I See The Light,['Yusuf / Cat Stevens'],1970,0.484,0.5710000000000001,0.386,44,117.265
Innanför Min Kavaj,['Local Oafs'],1941,0.0691,0.996,0.128,0,192.02
Easy to Be Hard,"['Galt MacDermot', 'Tom Pierson']",1979,0.47,0.343,0.211,34,135.363
AWKWARD CAR DRIVE,"['Germ', '$uicideBoy$']",2019,0.8109999999999999,0.441,0.13,60,82.957
Sun Ri Sakhi,['Kamala Jharia'],1940,0.613,0.1369999999999999,0.6920000000000001,0,137.516
I Wish I Was Your Mother,['Mott The Hoople'],1973,0.4970000000000001,0.507,0.733,29,122.186
Pernambuco,['Luiz Bonfá'],2005,0.713,0.0832,0.884,48,112.688
Breadfan,['Metallica'],1998,0.38,0.926,0.148,38,123.285
Como olvidarte,['Costumbre'],2003,0.682,0.723,0.924,44,152.125
Bleed It Out,['Linkin Park'],2007,0.529,0.967,0.596,73,140.127
The World is Waiting,['Stick Figure'],2008,0.826,0.595,0.711,43,149.35
Spanish Girl,['Julio Iglesias'],1979,0.6890000000000001,0.395,0.769,29,120.553
Al Son del Acordeón - Remasterizado,"['Francisco Canaro', 'Francisco Amor']",1939,0.7340000000000001,0.472,0.866,0,80.125
The Lovely Linda - Remastered 2011,['Paul McCartney'],1970,0.561,0.272,0.928,37,119.241
Street Carp,['Deftones'],2000,0.197,0.941,0.503,47,161.434
Das alte Leid,['Rammstein'],1995,0.644,0.8,0.644,36,130.03
Rattle,['Bingo Players'],2011,0.7440000000000001,0.957,0.529,61,127.991
Born To Die,['Lana Del Rey'],2012,0.18,0.636,0.39,48,75.632
"If You Leave - From ""Pretty In Pink""",['Orchestral Manoeuvres In The Dark'],1988,0.626,0.653,0.831,35,120.242
O Little Town Of Bethlehem - Remastered,['Ella Fitzgerald'],1967,0.35,0.0972,0.178,29,105.311
Dirty Deeds Done Dirt Cheap,['AC/DC'],1976,0.6679999999999999,0.906,0.507,74,135.653
The Lark Ascending,"['Ralph Vaughan Williams', 'Tasmin Little', 'BBC Philharmonic', 'Andrew Davis']",2013,0.0811,0.0122,0.0384,66,74.554
Backstage Sally - Remastered 2003/Rudy Van Gelder Edition,['Art Blakey & The Jazz Messengers'],1963,0.546,0.428,0.5579999999999999,30,119.845
WInter Wonderland,['Jeff Henry'],1934,0.7,0.0878,0.963,0,110.008
Hob Eh,['Umm Kulthum'],1960,0.39,0.296,0.34,32,106.828
Cuanto Amor Me Das,"['Eros Ramazzotti', 'Luca Bignardi']",1997,0.789,0.654,0.7190000000000001,48,112.024
Last to Know,['P!nk'],2003,0.498,0.946,0.483,47,164.465
Triunfamos,['Los Panchos'],1948,0.8140000000000001,0.337,0.919,27,110.806
Mientras Rezonga un Fuelle - Instrumental (Remasterizado),['Francisco Canaro'],1927,0.738,0.173,0.657,0,116.851
There's A Man Going Round Taking Names,['Lead Belly'],1947,0.629,0.27,0.877,7,100.015
A 1000 Times,"['Hamilton Leithauser', 'Rostam']",2016,0.486,0.8109999999999999,0.7070000000000001,58,183.955
Squonk,['Genesis'],1976,0.468,0.488,0.291,36,85.538
"An der schönen blauen Donau, Op.314","['Johann Strauss II', 'Berliner Philharmoniker', 'Herbert von Karajan']",1982,0.233,0.0252,0.0936,60,94.736
Do You Know What It Means to Miss New Orleans? - Remastered 1996,['Louis Armstrong'],1930,0.473,0.201,0.498,10,93.239
Mona June (feat. Angela Hunte),"['Slightly Stoopid', 'Angela']",2012,0.49,0.608,0.512,55,163.951
When You Gonna Learn? - Remastered,['Jamiroquai'],1993,0.6509999999999999,0.925,0.6579999999999999,51,106.286
Hangin' Around With You,['Dean Martin'],1951,0.49,0.172,0.4370000000000001,15,80.359
"You'll Never Walk Alone (From ""Carousel"")","['Richard Rodgers', 'Richard Tucker', 'Skitch Henderson & His Orchestra', 'Skitch Henderson', 'Skitch Henderson Orchestra']",1950,0.297,0.216,0.196,0,82.785
The Last Month Of The Year (What Month Was Jesus Born In),['The Kingston Trio'],1960,0.552,0.501,0.526,10,160.232
Them There Eyes,"['Ella Fitzgerald', 'Count Basie']",1963,0.614,0.193,0.73,26,171.596
BPT,['YG'],2014,0.614,0.6990000000000001,0.215,53,97.67
Am Kachelofen,['Aschberger Saitenmusi'],1948,0.662,0.407,0.723,1,78.635
How Did I Get Here,['ODESZA'],2012,0.71,0.578,0.348,61,96.064
Ceremony,['Galaxie 500'],1989,0.239,0.7440000000000001,0.29,47,110.582
Open the Door,['Otis Redding'],1968,0.521,0.271,0.675,40,144.622
All of Me (with Eddie Heywood & His Orchestra),"['Billie Holiday', 'Eddie Heywood']",1924,0.503,0.0659,0.396,0,104.9
Name Of The Game - Remastered 2010,['Badfinger'],1971,0.325,0.5660000000000001,0.292,28,138.411
Community Swing,['Glenn Miller'],1935,0.5589999999999999,0.142,0.917,11,189.13
F.N.T.,['Semisonic'],1996,0.537,0.773,0.647,47,99.823
Niewiele Ci Mogę Dać,['Perfect'],1981,0.41,0.379,0.304,45,132.739
Straight On,['Heart'],1980,0.741,0.316,0.962,28,116.784
"Love, Life And Money",['Little Willie John'],1958,0.446,0.499,0.5670000000000001,8,137.922
Blues Etude - Live,"['Oscar Peterson', 'Joe Pass', 'Niels-Henning Ørsted Pedersen']",1973,0.266,0.573,0.7559999999999999,33,173.474
Yeh Khel Hain Taqdeer Ke,['Manna Dey'],1950,0.484,0.368,0.565,2,74.542
Por Tu Amor,['Joe Veras'],2001,0.962,0.536,0.8959999999999999,40,121.91
Silent Night,['Bing Crosby'],1945,0.111,0.184,0.214,54,76.416
Detharmonic,['Metalocalypse: Dethklok'],2007,0.294,0.858,0.16,42,120.163
Might As Well Be On Mars,['Alice Cooper'],1991,0.386,0.713,0.11,41,135.844
Suite bergamasque: Clair de lune,"['Claude Debussy', 'William Kapell']",1945,0.343,0.0551,0.219,0,118.193
Who Wants Love?,['Billie Holiday'],1937,0.705,0.23,0.639,4,139.587
How Will I Know My Love,['Annette Funicello'],1960,0.477,0.338,0.46,6,69.558
Make It Nasty,['Tyga'],2012,0.895,0.7240000000000001,0.593,52,97.532
Runeii,['Talk Talk'],1991,0.398,0.0451,0.0699,28,75.622
"Часть 18.2 - Другие голоса, другие комнаты",['Трумен Капоте'],1948,0.688,0.256,0.604,0,100.691
Con la Muerte Entre los Puños (El Boxeador),['José Alfredo Jimenez'],1991,0.596,0.328,0.758,42,89.32
Pasqualino 'O Maraggià - Instrument and base Version,['Orchestra Studio 7'],1942,0.643,0.445,0.7759999999999999,0,101.883
WE ALL DIE YOUNG,['STEELHEART'],1996,0.3229999999999999,0.5770000000000001,0.117,52,174.13
Undo,['The 1975'],2013,0.351,0.7120000000000001,0.352,46,129.028
Ya No Me Vengas a Llorar,['Las Atlixqueñas'],1951,0.598,0.388,0.564,3,95.198
Autumn In New York - Instrumental,['The Modern Jazz Quartet'],1953,0.552,0.0764,0.181,21,119.935
Still Take You Home,['Arctic Monkeys'],2006,0.599,0.946,0.653,45,108.934
Peg O' My Heart,['Jerry Vale'],1958,0.434,0.273,0.512,8,91.838
Dark Blue - 2015 Remastered,"[""Jack's Mannequin""]",2005,0.3229999999999999,0.936,0.326,54,163.124
Hallelujah - Club Mix,"['Happy Mondays', 'andy weatherall', 'Paul Oakenfold']",1993,0.62,0.908,0.575,47,98.009
My Romance,"['Ben Webster', 'Harry ""Sweets"" Edison']",1962,0.516,0.025,0.335,26,69.237
Heart,['Lil Tracy'],2018,0.6659999999999999,0.35,0.149,63,159.986
Canela Pura,['La Sonora Santanera'],1950,0.431,0.552,0.852,37,150.666
Dejad que las niñas se acerquen a mí,['Hombres G'],1985,0.6890000000000001,0.845,0.693,46,147.961
Bring Me Li'l Water Silvy,['Lead Belly'],1939,0.5720000000000001,0.199,0.963,11,200.486
"Midnight Rider - Live At The Final Fillmore East Concert, 1971",['Allman Brothers Band'],1971,0.512,0.5579999999999999,0.5660000000000001,26,96.035
"Mazurkas, Op. 59: No. 1 in A Minor","['Frédéric Chopin', 'Arthur Rubinstein']",1946,0.252,0.0897,0.0768,4,69.425
All My Life,['America'],1979,0.443,0.337,0.267,57,86.54
I See God,['Mahalia Jackson'],1960,0.318,0.108,0.0919,14,125.032
God Smack,['Alice In Chains'],1992,0.515,0.928,0.389,47,124.058
Suede,['Marion Meadows'],2004,0.74,0.581,0.602,51,99.96
Son's Gonna Rise (feat. Robert Randolph) - New Radio Mix,"['Citizen Cope', 'Robert Randolph']",2003,0.598,0.7859999999999999,0.547,54,79.785
fOoL fOr YoU,['ZAYN'],2016,0.52,0.513,0.17,71,77.903
All We'd Ever Need,['Lady A'],2008,0.561,0.467,0.187,43,129.986
Voices of Old People,['Simon & Garfunkel'],1968,0.5379999999999999,0.083,0.263,35,60.025
Faster Than The Speed Of Life,['Steppenwolf'],1968,0.473,0.37,0.7509999999999999,28,145.715
"Gloria's Step - Live At The Village Vanguard, 1961 / Take 2",['Bill Evans Trio'],1961,0.479,0.262,0.341,19,79.706
